time,location,growth
244,Wave 3,30643
244,Western Europe,44037
245,China,18
245,India,83347
245,Italy,1391
245,NL,2353
245,USA,39662
245,Wave 3,46225
245,Western Europe,29505
246,China,10
246,India,86508
246,Italy,1640
246,NL,2460
246,USA,39008
246,Wave 3,20994
246,Western Europe,34041
247,China,15
247,India,86052
247,Italy,1786
247,NL,2595
247,USA,47029
247,Wave 3,86422
247,Western Europe,37349
248,China,17
248,India,85362
248,Italy,1912
248,NL,2859
248,USA,48184
248,Wave 3,58168
248,Western Europe,39828
249,China,15
249,India,88600
249,Italy,1869
249,NL,2760
249,USA,44618
249,Wave 3,42939
249,Western Europe,23411
250,China,27
250,India,82170
250,Italy,1766
250,NL,3041
250,USA,37516
250,Wave 3,33204
250,Western Europe,19024
251,China,22
251,India,70589
251,Italy,1494
251,NL,2950
251,USA,33203
251,Wave 3,31603
251,Western Europe,43606
252,China,23
252,India,80472
252,Italy,1647
252,NL,3111
252,USA,43217
252,Wave 3,50072
252,Western Europe,18763
253,China,17
253,India,86821
253,Italy,1850
253,NL,3368
253,USA,39334
253,Wave 3,51745
253,Western Europe,46184
254,China,22
254,India,81484
254,Italy,2548
254,NL,3295
254,USA,45586
254,Wave 3,55152
254,Western Europe,34632
255,China,17
255,India,79476
255,Italy,2499
255,NL,3883
255,USA,54820
255,Wave 3,19414
255,Western Europe,36765
256,China,20
256,India,75829
256,Italy,2843
256,NL,4028
256,USA,48559
256,Wave 3,79207
256,Western Europe,34415
257,China,25
257,India,74442
257,Italy,2578
257,NL,4032
257,USA,35742
257,Wave 3,24059
257,Western Europe,39627
258,China,23
258,India,61267
258,Italy,2257
258,NL,4611
258,USA,39423
258,Wave 3,59244
258,Western Europe,46790
259,China,15
259,India,72049
259,Italy,2677
259,NL,4576
259,USA,45047
259,Wave 3,62021
259,Western Europe,42407
260,China,20
260,India,78524
260,Italy,3677
260,NL,5052
260,USA,50940
260,Wave 3,52032
260,Western Europe,51204
261,China,41
261,India,70496
261,Italy,4458
261,NL,5867
261,USA,58502
261,Wave 3,48990
261,Western Europe,57907
262,China,23
262,India,73272
262,Italy,5372
262,NL,6016
262,USA,56265
262,Wave 3,49582
262,Western Europe,57703
263,China,27
263,India,74383
263,Italy,5724
263,NL,6546
263,USA,54906
263,Wave 3,52812
263,Western Europe,52770
264,China,34
264,India,66732
264,Italy,5456
264,NL,6394
264,USA,45878
264,Wave 3,33758
264,Western Europe,36992
265,China,18
265,India,55342
265,Italy,4619
265,NL,6850
265,USA,41862
265,Wave 3,28997
265,Western Europe,61242
266,China,28
266,India,63509
266,Italy,5898
266,NL,7453
266,USA,52107
266,Wave 3,33019
266,Western Europe,49818
267,China,11
267,India,67708
267,Italy,7332
267,NL,7351
267,USA,59620
267,Wave 3,47517
267,Western Europe,70167
268,China,36
268,India,63371
268,Italy,8803
268,NL,7857
268,USA,64775
268,Wave 3,55431
268,Western Europe,80139
269,China,20
269,India,62212
269,Italy,10009
269,NL,8022
269,USA,69043
269,Wave 3,54562
269,Western Europe,74362
270,China,30
270,India,61871
270,Italy,10925
270,NL,8149
270,USA,56656
270,Wave 3,48457
270,Western Europe,64116
271,China,17
271,India,55722
271,Italy,11705
271,NL,8233
271,USA,49307
271,Wave 3,23677
271,Western Europe,59976
272,China,34
272,India,46790
272,Italy,9337
272,NL,8014
272,USA,67715
272,Wave 3,51051
272,Western Europe,87632
273,China,16
273,India,54044
273,Italy,10871
273,NL,8194
273,USA,61823
273,Wave 3,49089
273,Western Europe,73816
274,China,22
274,India,55839
274,Italy,15199
274,NL,8796
274,USA,63173
274,Wave 3,52299
274,Western Europe,96660
275,China,29
275,India,54366
275,Italy,16078
275,NL,9310
275,USA,76211
275,Wave 3,55029
275,Western Europe,105754
276,China,35
276,India,53370
276,Italy,19143
276,NL,10029
276,USA,81722
276,Wave 3,55676
276,Western Europe,114291
277,China,20
277,India,50129
277,Italy,19640
277,NL,8683
277,USA,82704
277,Wave 3,53993
277,Western Europe,96465
278,China,23
278,India,45148
278,Italy,21273
278,NL,10237
278,USA,62020
278,Wave 3,41475
278,Western Europe,51925
279,China,24
279,India,36470
279,Italy,17007
279,NL,10365
279,USA,67315
279,Wave 3,38833
279,Western Europe,171345
280,China,47
280,India,43893
280,Italy,21989
280,NL,10321
280,USA,76583
280,Wave 3,55664
280,Western Europe,102556
281,China,49
281,India,49881
281,Italy,24988
281,NL,8156
281,USA,79190
281,Wave 3,53942
281,Western Europe,119279
282,China,28
282,India,48648
282,Italy,26829
282,NL,10321
282,USA,90799
282,Wave 3,54019
282,Western Europe,135924
283,China,40
283,India,48268
283,Italy,31079
283,NL,11172
283,USA,98978
283,Wave 3,50937
283,Western Europe,138925
284,China,27
284,India,46963
284,Italy,31756
284,NL,9839
284,USA,89668
284,Wave 3,47240
284,Western Europe,87958
285,China,31
285,India,45231
285,Italy,29905
285,NL,8711
285,USA,104769
285,Wave 3,37176
285,Western Europe,93785
286,China,55
286,India,38310
286,Italy,22253
286,NL,8312
286,USA,85101
286,Wave 3,32398
286,Western Europe,211666
287,China,26
287,India,46253
287,Italy,28241
287,NL,7777
287,USA,126920
287,Wave 3,37656
287,Western Europe,124067
288,China,31
288,India,50210
288,Italy,30548
288,NL,7680
288,USA,104392
288,Wave 3,59911
288,Western Europe,51324
289,China,43
289,India,47638
289,Italy,34502
289,NL,6992
289,USA,129100
289,Wave 3,29910
289,Western Europe,137567
290,China,39
290,India,50356
290,Italy,37802
290,NL,7280
290,USA,127752
290,Wave 3,69360
290,Western Europe,138313
291,China,31
291,India,45674
291,Italy,39809
291,NL,6715
291,USA,127202
291,Wave 3,53776
291,Western Europe,131880
292,China,43
292,India,45903
292,Italy,32614
292,NL,5699
292,USA,115078
292,Wave 3,41033
292,Western Europe,80273
293,China,28
293,India,38073
293,Italy,25269
293,NL,4697
293,USA,120457
293,Wave 3,41852
293,Western Europe,104122
294,China,26
294,India,44281
294,Italy,35090
294,NL,4724
294,USA,140227
294,Wave 3,53848
294,Western Europe,73904
295,China,33
295,India,47905
295,Italy,32961
295,NL,5469
295,USA,146365
295,Wave 3,79915
295,Western Europe,126214
296,China,31
296,India,44879
296,Italy,37977
296,NL,5680
296,USA,164375
296,Wave 3,65644
296,Western Europe,115396
297,China,24
297,India,44684
297,Italy,40902
297,NL,6157
297,USA,180163
297,Wave 3,60784
297,Western Europe,99632
298,China,21
298,India,41100
298,Italy,37249
298,NL,5968
298,USA,167517
298,Wave 3,70901
298,Western Europe,79741
299,China,22
299,India,30548
299,Italy,33977
299,NL,5460
299,USA,136129
299,Wave 3,44107
299,Western Europe,60041
300,China,22
300,India,29163
300,Italy,27352
300,NL,4876
300,USA,162500
300,Wave 3,43359
300,Western Europe,86250
301,China,13
301,India,38617
301,Italy,32191
301,NL,4368
301,USA,163424
301,Wave 3,63083
301,Western Europe,107786
302,China,21
302,India,45576
302,Italy,34280
302,NL,4695
302,USA,172846
302,Wave 3,62790
302,Western Europe,92769
303,China,29
303,India,45882
303,Italy,36176
303,NL,5741
303,USA,191140
303,Wave 3,66410
303,Western Europe,88423
304,China,42
304,India,46232
304,Italy,37239
304,NL,6008
304,USA,197930
304,Wave 3,75429
304,Western Europe,84703
305,China,60
305,India,45209
305,Italy,34764
305,NL,6171
305,USA,179108
305,Wave 3,70111
305,Western Europe,54687
306,China,79
306,India,44059
306,Italy,28337
306,NL,5473
306,USA,146639
306,Wave 3,54381
306,Western Europe,38049
307,China,95
307,India,37975
307,Italy,22927
307,NL,5208
307,USA,173993
307,Wave 3,52820
307,Western Europe,61991
308,China,85
308,India,44376
308,Italy,23227
308,NL,4002
308,USA,175103
308,Wave 3,69350
308,Western Europe,51764
309,China,106
309,India,44489
309,Italy,25852
309,NL,5054
309,USA,182676
309,Wave 3,85990
309,Western Europe,81088
310,China,86
310,India,43082
310,Italy,29001
310,NL,4605
310,USA,112141
310,Wave 3,73530
310,Western Europe,67363
311,China,98
311,India,41322
311,Italy,28342
311,NL,5883
311,USA,207934
311,Wave 3,79961
311,Western Europe,62564
312,China,95
312,India,41810
312,Italy,26315
312,NL,4594
312,USA,155266
312,Wave 3,95608
312,Western Europe,45832
313,China,133
313,India,38772
313,Italy,20646
313,NL,5697
313,USA,140086
313,Wave 3,60693
313,Western Europe,27275
314,China,88
314,India,31118
314,Italy,16376
314,NL,4594
314,USA,160116
314,Wave 3,56413
314,Western Europe,51728
315,China,91
315,India,36604
315,Italy,19347
315,NL,4199
315,USA,187432
315,Wave 3,89485
315,Western Europe,56751
316,China,120
316,India,35551
316,Italy,20709
316,NL,5109
316,USA,201973
316,Wave 3,88604
316,Western Europe,66111
317,China,108
317,India,36595
317,Italy,23219
317,NL,5744
317,USA,222796
317,Wave 3,95309
317,Western Europe,64061
318,China,127
318,India,36652
318,Italy,24110
318,NL,6058
318,USA,232216
318,Wave 3,88575
318,Western Europe,55190
319,China,119
319,India,36011
319,Italy,21052
319,NL,6676
319,USA,215216
319,Wave 3,89057
319,Western Europe,57090
320,China,110
320,India,32981
320,Italy,18887
320,NL,6912
320,USA,180838
320,Wave 3,66290
320,Western Europe,41045
321,China,93
321,India,26567
321,Italy,13679
321,NL,7122
321,USA,194261
321,Wave 3,58199
321,Western Europe,42181
322,China,112
322,India,32080
322,Italy,14837
322,NL,6247
322,USA,223867
322,Wave 3,90241
322,Western Europe,57643
323,China,116
323,India,31521
323,Italy,12755
323,NL,6646
323,USA,221644
323,Wave 3,96292
323,Western Europe,69242
324,China,127
324,India,29373
324,Italy,16998
324,NL,8830
324,USA,230667
324,Wave 3,97298
324,Western Europe,78381
325,China,99
325,India,30031
325,Italy,18726
325,NL,8979
325,USA,238529
325,Wave 3,96939
325,Western Europe,73009
326,China,93
326,India,30254
326,Italy,19902
326,NL,9178
326,USA,216466
326,Wave 3,87013
326,Western Europe,60055
327,China,111
327,India,27071
327,Italy,17937
327,NL,9937
327,USA,187303
327,Wave 3,59578
327,Western Europe,49761
328,China,99
328,India,22065
328,Italy,12025
328,NL,8518
328,USA,193071
328,Wave 3,63979
328,Western Europe,52403
329,China,110
329,India,26382
329,Italy,14839
329,NL,6716
329,USA,209293
329,Wave 3,83558
329,Western Europe,76588
330,China,89
330,India,24010
330,Italy,17568
330,NL,11271
330,USA,245648
330,Wave 3,108757
330,Western Europe,90478
331,China,108
331,India,22890
331,Italy,18233
331,NL,12871
331,USA,239020
331,Wave 3,114054
331,Western Europe,99386
332,China,87
332,India,25152
332,Italy,15401
332,NL,12024
332,USA,251161
332,Wave 3,94400
332,Western Europe,92045
333,China,132
333,India,26624
333,Italy,16305
333,NL,12283
333,USA,191616
333,Wave 3,91503
333,Western Europe,69077
334,China,97
334,India,24337
334,Italy,15102
334,NL,13072
334,USA,187350
334,Wave 3,68582
334,Western Europe,57497
335,China,100
335,India,19556
335,Italy,10869
335,NL,11218
335,USA,198381
335,Wave 3,62562
335,Western Europe,81727
336,China,78
336,India,23950
336,Italy,13316
336,NL,9889
336,USA,197189
336,Wave 3,98510
336,Western Europe,97797
337,China,70
337,India,24712
337,Italy,13908
337,NL,10473
337,USA,228845
337,Wave 3,88385
337,Western Europe,103781
338,China,85
338,India,23067
338,Italy,18039
338,NL,11591
338,USA,193914
338,Wave 3,101835
338,Western Europe,102578
339,China,77
339,India,22273
339,Italy,19037
339,NL,11545
339,USA,97498
339,Wave 3,68059
339,Western Europe,57547
340,China,81
340,India,18732
340,Italy,10405
340,NL,9869
340,USA,226160
340,Wave 3,53614
340,Western Europe,52169
341,China,91
341,India,20021
341,Italy,8937
341,NL,9102
341,USA,155317
341,Wave 3,53748
341,Western Europe,54561
342,China,88
342,India,16432
342,Italy,8581
342,NL,7458
342,USA,173896
342,Wave 3,57069
342,Western Europe,83889
343,China,77
343,India,20549
343,Italy,11210
343,NL,7592
343,USA,198567
343,Wave 3,99986
343,Western Europe,100001
344,China,79
344,India,21822
344,Italy,16202
344,NL,9533
344,USA,232416
344,Wave 3,97086
344,Western Europe,145344
345,China,87
345,India,0
345,Italy,23477
345,NL,9790
345,USA,234133
345,Wave 3,102056
345,Western Europe,115739
346,China,60
346,India,20035
346,Italy,22210
346,NL,8234
346,USA,153394
346,Wave 3,63436
346,Western Europe,76716
347,China,63
347,India,37256
347,Italy,11825
347,NL,8633
347,USA,299786
347,Wave 3,48909
347,Western Europe,73102
348,China,74
348,India,16504
348,Italy,14245
348,NL,7453
348,USA,208074
348,Wave 3,50276
348,Western Europe,78850
349,China,86
349,India,16375
349,Italy,10798
349,NL,6614
349,USA,183406
349,Wave 3,51865
349,Western Europe,106782
350,China,64
350,India,18088
350,Italy,15375
350,NL,6506
350,USA,233654
350,Wave 3,92969
350,Western Europe,125809
351,China,88
351,India,20346
351,Italy,20326
351,NL,7238
351,USA,253993
351,Wave 3,104316
351,Western Europe,117448
352,China,86
352,India,18139
352,Italy,18416
352,NL,9745
352,USA,277068
352,Wave 3,125910
352,Western Europe,165170
353,China,78
353,India,0
353,Italy,17529
353,NL,8258
353,USA,292105
353,Wave 3,94771
353,Western Europe,134633
354,China,128
354,India,36867
354,Italy,19976
354,NL,7380
354,USA,262337
354,Wave 3,102209
354,Western Europe,105090
355,China,134
355,India,16311
355,Italy,18625
355,NL,6655
355,USA,213161
355,Wave 3,63523
355,Western Europe,73487
356,China,96
356,India,12584
356,Italy,12530
356,NL,5468
356,USA,214189
356,Wave 3,66427
356,Western Europe,124179
357,China,175
357,India,15968
357,Italy,14242
357,NL,4977
357,USA,225999
357,Wave 3,104108
357,Western Europe,120075
358,China,180
358,India,16946
358,Italy,15773
358,NL,6197
358,USA,229757
358,Wave 3,103262
358,Western Europe,138956
359,China,173
359,India,15590
359,Italy,17243
359,NL,6566
359,USA,234901
359,Wave 3,109511
359,Western Europe,130093
360,China,168
360,India,15158
360,Italy,16144
360,NL,6082
360,USA,240944
360,Wave 3,131585
360,Western Europe,128195
361,China,159
361,India,15144
361,Italy,16310
361,NL,5324
361,USA,201008
361,Wave 3,106478
361,Western Europe,79774
362,China,164
362,India,13788
362,Italy,12544
362,NL,5643
362,USA,177109
362,Wave 3,72677
362,Western Europe,68426
363,China,225
363,India,10050
363,Italy,8825
363,NL,4792
363,USA,143085
363,Wave 3,55121
363,Western Europe,135880
364,China,159
364,India,13816
364,Italy,10496
364,NL,4356
364,USA,175658
364,Wave 3,103358
364,Western Europe,105352
365,China,221
365,India,15244
365,Italy,13568
365,NL,5603
365,USA,182514
365,Wave 3,119280
365,Western Europe,139454
366,China,242
366,India,14545
366,Italy,14055
366,NL,5842
366,USA,192895
366,Wave 3,103798
366,Western Europe,115892
367,China,100
367,India,14256
367,Italy,13633
367,NL,5799
367,USA,189993
367,Wave 3,109266
367,Western Europe,125340
368,China,161
368,India,14849
368,Italy,13331
368,NL,5466
368,USA,170302
368,Wave 3,103609
368,Western Europe,72589
369,China,200
369,India,13203
369,Italy,11628
369,NL,4940
369,USA,130811
369,Wave 3,71685
369,Western Europe,60437
370,China,155
370,India,9102
370,Italy,8559
370,NL,4041
370,USA,151062
370,Wave 3,55151
370,Western Europe,128445
371,China,139
371,India,12689
371,Italy,10584
371,NL,3962
371,USA,146670
371,Wave 3,111149
371,Western Europe,89916
372,China,114
372,India,11666
372,Italy,15191
372,NL,4816
372,USA,152606
372,Wave 3,99672
372,Western Europe,111261
373,China,91
373,India,18855
373,Italy,14360
373,NL,4730
373,USA,168630
373,Wave 3,106830
373,Western Europe,105324
374,China,102
374,India,13082
374,Italy,13563
374,NL,4418
374,USA,166076
374,Wave 3,101602
374,Western Europe,106012
375,China,120
375,India,13044
375,Italy,12713
375,NL,4230
375,USA,142088
375,Wave 3,106520
375,Western Europe,67680
376,China,95
376,India,11436
376,Italy,11249
376,NL,3725
376,USA,111857
376,Wave 3,58716
376,Western Europe,43489
377,China,64
377,India,8635
377,Italy,7925
377,NL,3225
377,USA,134316
377,Wave 3,48128
377,Western Europe,110674
378,China,50
378,India,11039
378,Italy,9651
378,NL,3624
378,USA,114804
378,Wave 3,80198
378,Western Europe,78851
379,China,49
379,India,12899
379,Italy,13182
379,NL,4086
379,USA,121191
379,Wave 3,100742
379,Western Europe,92828
380,China,42
380,India,12408
380,Italy,13656
380,NL,4258
380,USA,123243
380,Wave 3,74124
380,Western Europe,66198
381,China,50
381,India,11713
381,Italy,14213
381,NL,4368
381,USA,133507
381,Wave 3,101419
381,Western Europe,106796
382,China,30
382,India,12059
382,Italy,13439
382,NL,4121
382,USA,103890
382,Wave 3,38272
382,Western Europe,50021
383,China,41
383,India,11831
383,Italy,11640
383,NL,3963
383,USA,89600
383,Wave 3,113610
383,Western Europe,44029
384,China,46
384,India,9110
384,Italy,7969
384,NL,2246
384,USA,89907
384,Wave 3,20241
384,Western Europe,71099
385,China,40
385,India,11067
385,Italy,10612
385,NL,1813
385,USA,95170
385,Wave 3,111291
385,Western Europe,55308
386,China,19
386,India,12923
386,Italy,12947
386,NL,3244
386,USA,94768
386,Wave 3,85755
386,Western Europe,68732
387,China,33
387,India,9309
387,Italy,15137
387,NL,4431
387,USA,105398
387,Wave 3,87688
387,Western Europe,64549
388,China,32
388,India,12143
388,Italy,13893
388,NL,4387
388,USA,99444
388,Wave 3,86405
388,Western Europe,61805
389,China,19
389,India,12194
389,Italy,13523
389,NL,4229
389,USA,86984
389,Wave 3,77747
389,Western Europe,42965
390,China,21
390,India,11649
390,Italy,11060
390,NL,3471
390,USA,64956
390,Wave 3,58024
390,Western Europe,33891
391,China,25
391,India,9121
391,Italy,7344
391,NL,2840
391,USA,53977
391,Wave 3,53257
391,Western Europe,50422
392,China,15
392,India,11610
392,Italy,10368
392,NL,2739
392,USA,62470
392,Wave 3,77702
392,Western Europe,47896
393,China,27
393,India,12881
393,Italy,12066
393,NL,3424
393,USA,69829
393,Wave 3,85388
393,Western Europe,61050
394,China,18
394,India,13193
394,Italy,13755
394,NL,4572
394,USA,69266
394,Wave 3,82347
394,Western Europe,61393
395,China,21
395,India,13993
395,Italy,15470
395,NL,4787
395,USA,106355
395,Wave 3,85063
395,Western Europe,60148
396,China,22
396,India,14264
396,Italy,14914
396,NL,4619
396,USA,71510
396,Wave 3,83894
396,Western Europe,42626
397,China,31
397,India,14199
397,Italy,13450
397,NL,4701
397,USA,56495
397,Wave 3,59126
397,Western Europe,40069
